repo,pr_number,text,label,subcategory
vim/vim,18054,Isn't this working as expected? default in is,Constructive Positive,Clarity & Context
vim/vim,18054,> Isn't this working as expected? default in is,Constructive Positive,Clarity & Context
vim/vim,18054,I seem to see another problem. the bottom should be aligned with the item if you don't config right ?,Constructive Positive,Clarity & Context
vim/vim,18054,> I seem to see another problem. the bottom should be aligned with the item if you don't config right ?,Constructive Positive,Clarity & Context
vim/vim,18054,i create a minimal script for test. when it works as expect. but I think the best way is popup should select the larger space above. you want this right ?,Constructive Positive,Clarity & Context
vim/vim,18054,Yes the same result I see,Constructive Positive,Clarity & Context
vim/vim,18054,I thought this would be the default behavior for popup windows:,Constructive Positive,Clarity & Context
vim/vim,18054,I implemented the floating window of info in neovim using this judgment. It will choose a larger space. I will implement it in vim later. but it will in another PR. because it's unrelate this PR :),Constructive Positive,Clarity & Context
vim/vim,18054,> I implemented the floating window of info in neovim using this judgment. It will choose a larger space. I will implement it in vim later. but it will in another PR. because it's unrelate this PR :),Constructive Positive,Clarity & Context
vim/vim,18054,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18053,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18051,thanks!,Constructive Negative,Shallow / Unhelpful
vim/vim,18050,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18048,Thanks. I suppose it fixes,Constructive Positive,Clarity & Context
vim/vim,18048,> Thanks. I suppose it fixes #18022,Constructive Positive,Clarity & Context
vim/vim,18048,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18048,Thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18048,@girishji I believe now there is a regression,Constructive Positive,Clarity & Context
vim/vim,18048,"for 1) we need at least now to be able to select an item in pmenu with a single element, which wasn't the case before:",Constructive Positive,Clarity & Context
vim/vim,18048,set ac,Constructive Negative,Vague Feedback
vim/vim,18048,> I can't figure out minimal repro for pmenu with many elements which doesn't select current element yet.,Constructive Positive,Clarity & Context
vim/vim,18048,for case 2),Constructive Negative,Vague Feedback
vim/vim,18048,The workaround is to specify fully as before was introduced,Constructive Positive,Clarity & Context
vim/vim,18048,@habamax can you try with this:,Constructive Positive,Actionable Feedback
vim/vim,18048,> @habamax can you try with this: #18068,Constructive Positive,Actionable Feedback
vim/vim,18047,Looks like Ubuntu 24.04 does not ship with Autoconf 2.72...,Constructive Positive,Clarity & Context
vim/vim,18047,"thanks. Hm, that this isn't available in Ubuntu 24.04 is a bummer. Can we use for now?",Constructive Positive,Clarity & Context
vim/vim,18047,The comment said 2.72 required \__/,Constructive Positive,Clarity & Context
vim/vim,18047,I suppose we could download autoconf from 24.10 and manually install it to make CI pass . But this will break building on one of the most popular linux distribution. So let's just use and add a comment mentioning that the minimum version should be 2.72 but it's not available on Ubuntu 24.04 LTS so we use 2.71 for now,Constructive Positive,Clarity & Context
vim/vim,18047,"thanks, I reformatted it slightly to fit into 78 wide window.",Constructive Positive,Clarity & Context
vim/vim,18047,on src/configure.ac:1,Constructive Negative,Vague Feedback
vim/vim,18047,on src/configure.ac:1,Constructive Negative,Vague Feedback
vim/vim,18038,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18037,#,Constructive Negative,Vague Feedback
vim/vim,18037,#,Constructive Negative,Vague Feedback
vim/vim,18036,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18034,"Is there a special reason why space "" "" is encoded as plus sign ""+""?",Constructive Positive,Clarity & Context
vim/vim,18034,"> Is there a special reason why space "" "" is encoded as plus sign ""+""? According to this lengthy Stackoverflow discussion ( encoding as ""%20"" seems rather more robust in my understanding. For example thinking of ""+"" signs being valid characters within filenames.",Constructive Positive,Clarity & Context
vim/vim,18034,"> Is there a special reason why space "" "" is encoded as plus sign ""+""? According to this lengthy Stackoverflow discussion ( encoding as ""%20"" seems rather more robust in my understanding. For example thinking of ""+"" signs being valid characters within filenames.",Constructive Positive,Clarity & Context
vim/vim,18034,"> > Is there a special reason why space "" "" is encoded as plus sign ""+""? According to this lengthy Stackoverflow discussion ( encoding as ""%20"" seems rather more robust in my understanding. For example thinking of ""+"" signs being valid characters within filenames.",Constructive Positive,Clarity & Context
vim/vim,18034,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18034,on src/strings.c:39,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:42,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:1,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:1,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:1,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:39,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:44,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:57,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:39,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:39,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:42,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:44,Constructive Negative,Vague Feedback
vim/vim,18034,on src/strings.c:57,Constructive Negative,Vague Feedback
vim/vim,18033,"I think this is ready, test errors seem unrelated",Constructive Positive,Risk Awareness
vim/vim,18033,> Adds v:termda1 vim var and the respective TermResponseAll value da1. Information about the primary device attributes sequence can be found ( but can be used to find if the terminal supports the OSC 52 command.,Constructive Positive,Clarity & Context
vim/vim,18033,> > Adds v:termda1 vim var and the respective TermResponseAll value da1. Information about the primary device attributes sequence can be found ( but can be used to find if the terminal supports the OSC 52 command.,Constructive Positive,Clarity & Context
vim/vim,18033,"> If the response contains 52 in between the semicolons, ex kitty terminal responds with this: ^[[?62;52;c.",Constructive Negative,Overly Nitpicky
vim/vim,18033,"> > If the response contains 52 in between the semicolons, ex kitty terminal responds with this: ^[[?62;52;c.",Constructive Negative,Overly Nitpicky
vim/vim,18033,I think this is ready,Constructive Positive,Clarity & Context
vim/vim,18033,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18033,"Now in kitty, when starting vim to edit a file, sometimes all the contents of the file are replaced with just string , if I write the file and quit, the file contents are just .",Constructive Positive,Clarity & Context
vim/vim,18033,"> Now in kitty, when starting vim to edit a file, sometimes all the contents of the file are replaced with just string , if I write the file and quit, the file contents are just .",Constructive Positive,Clarity & Context
vim/vim,18033,"Nevermind, I can reproduce. It looks like it can be fixed by removing ""Ms"" from the array...",Constructive Positive,Clarity & Context
vim/vim,18033,@Safari77 Can you test if this PR fixes it? #18093,Constructive Positive,Actionable Feedback
vim/vim,18033,> @Safari77 Can you test if this PR fixes it? #18093,Constructive Positive,Actionable Feedback
vim/vim,18033,on src/term.c:1,Constructive Negative,Vague Feedback
vim/vim,18032,@zvezdan this is an improvement over the initial change I made in #17963.,Constructive Positive,Clarity & Context
vim/vim,18032,,Constructive Negative,Vague Feedback
vim/vim,18032,Thank you!,Constructive Negative,Vague Feedback
vim/vim,18032,thanks both,Constructive Negative,Vague Feedback
vim/vim,18031,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18031,on src/testdir/test_popupwin.vim:1,Constructive Negative,Vague Feedback
vim/vim,18031,on src/testdir/test_popupwin.vim:6,Constructive Negative,Vague Feedback
vim/vim,18027,1 check still failed. Do it mean what I should also commit and push tags file?,Constructive Positive,Clarity & Context
vim/vim,18027,thank you for your review.,Constructive Positive,Clarity & Context
vim/vim,18027,A CI job failed :(,Constructive Positive,Clarity & Context
vim/vim,18027,that failure looks unrelated,Constructive Positive,Clarity & Context
vim/vim,18027,on runtime/doc/syntax.txt:4,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/doc/syntax.txt:4,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/doc/syntax.txt:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/doc/syntax.txt:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:24,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:24,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:1,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:24,Constructive Negative,Vague Feedback
vim/vim,18027,on runtime/syntax/cangjie.vim:24,Constructive Negative,Vague Feedback
vim/vim,18026,"That doesn't look right. Those functions are defined independently of whether exists or not, although in that case it's just an empty function body. So how about this patch instead:",Constructive Positive,Clarity & Context
vim/vim,18026,"> That doesn't look right. Those functions are defined independently of whether exists or not, although in that case it's just an empty function body. So how about this patch instead:",Constructive Positive,Clarity & Context
vim/vim,18026,I opened #18046 for this,Constructive Positive,Clarity & Context
vim/vim,18025,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18024,VMS does not use Unix configure.,Constructive Positive,Clarity & Context
vim/vim,18024,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18023,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18023,Coverity ( about Null Pointer Dereference. Do we need something like this:,Constructive Positive,Risk Awareness
vim/vim,18023,"Ah, Right. Thanks :+1:",Constructive Positive,Clarity & Context
vim/vim,18021,on runtime/doc/builtin.txt:21,Constructive Negative,Vague Feedback
vim/vim,18021,on runtime/doc/usr_41.txt:4,Constructive Negative,Vague Feedback
vim/vim,18021,on runtime/doc/usr_41.txt:4,Constructive Negative,Vague Feedback
vim/vim,18021,echo items,Constructive Negative,Vague Feedback
vim/vim,18021,on runtime/doc/usr_41.txt:4,Constructive Negative,Vague Feedback
vim/vim,18021,on runtime/doc/usr_41.txt:4,Constructive Negative,Vague Feedback
vim/vim,18019,thanks,Constructive Negative,Shallow / Unhelpful
vim/vim,18018,@ychin does that impact you?,Constructive Positive,Clarity & Context
vim/vim,18018,"This doesn't affect me per se, since MacVim always compiles with Darwin support. However, I think we should at least be explicit what the change would involve? From reading up on it this flag isn't ""redundant"" per suggested and was put there for compatibility reasons. When you use , it disables the features building against AppKit like clipboard and sound, and doesn't build . It's not a no-op. From the docs on :",Constructive Positive,Actionable Feedback
vim/vim,18018,Thanks a lot for all that info that I was ignorant about. If there are people using Vim on macOS with different GUIs then this PR should be closed ; is there a way to find out this information ?,Constructive Positive,Clarity & Context
vim/vim,18018,"It's not just different GUIs, but I think it's to enable Vim to talk to an X server and share the clipboard with said X server, since as mentioned the main use case here is clipboard.",Constructive Positive,Clarity & Context
vim/vim,18018,"Yes I have, and it seems that the most recent commit / comment was in 2018.",Constructive Positive,Clarity & Context
vim/vim,18018,It seems to convey a useful . So let's not do this please.,Constructive Positive,Clarity & Context
vim/vim,18018,I close the PR.,Constructive Positive,Clarity & Context
vim/vim,18018,"If memory from over a decade ago serves me, the distinction also affects the type of unicode composing that happens. For years when I used macOS, I passed --disable-darwin until I ran into some unicode issues, and had to stop using --disable-darwin.",Constructive Positive,Clarity & Context
vim/vim,18016,thanks,Constructive Negative,Shallow / Unhelpful
